"Indeksi cen stanovanjskih nepremiènin po vrstah stanovanjskih nepremiènin, Slovenija, letno"

"STANOVANJSKE NEPREMIÈNINE";"2008 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2009 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2010 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2011 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2012 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2013 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2014 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2015 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2016 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2017 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2018 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2019 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2020 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2021 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2022 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2023 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015";"2024 Povpreèje èetrtletij leta / povpreèje èetrtletij leta 2015"
"1 Stanovanjske nepremiènine - SKUPAJ";129.31;117.06;117.21;120.39;112.09;106.21;99.20;100.00;103.25;111.79;121.55;129.69;135.66;151.32;173.65;186.22;200.26
